source_text,translated_text,context
⭐ Reviews,⭐ التقييمات,
🍽️ Menu Items,🍽️ أصناف القائمة,
🍽️ Table Map,🍽️ خريطة الطاولات,
🎫 Promo Codes,🎫 الأكواد الترويجية,
🏢 Industry Adaptations,🏢 التكيف مع القطاعات,
🏭 Suppliers,🏭 الموردين,
👥 Staff Management,👥 إدارة الموظفين,
👥 Stakeholder Perspectives,👥 منظور أصحاب المصلحة,
👨‍🍳 Kitchen Display,👨‍🍳 شاشة المطبخ,
👨‍🍳 Kitchen Stations,👨‍🍳 محطات المطبخ,
💰 Daily Closing,💰 الإقفال اليومي,
💰 POS Invoices,💰 فواتير نقطة البيع,
💰 POS Shift,💰 وردية نقطة البيع,
💰 POS Terminal,💰 نقطة البيع,
📅 Reservations,📅 الحجوزات,
📊 Daily Closing,📊 الإقفال اليومي,
📊 Manager Dashboard,📊 لوحة تحكم المدير,
📊 Pricing,📊 التسعير,
📊 Reports & Analytics,📊 التقارير والتحليلات,
📋 Purchase Flow,📋 مسار الشراء,
📐 Module Architecture,📐 هيكل الوحدات,
📝 Production Logging,📝 تسجيل الإنتاج,
📢 Campaigns,📢 الحملات,
📦 Procurement Approvals,📦 موافقات المشتريات,
📦 Stock Alerts,📦 تنبيهات المخزون,
📦 Stock Entries,📦 حركات المخزون,
📦 Warehouses,📦 المستودعات,
📱 Online Orders,📱 الطلبات الإلكترونية,
🔄 Status Flow,🔄 مسار الحالة,
🔌 Integrations,🔌 التكاملات,
🔐 Your Permissions,🔐 صلاحياتك,
🔗 Entity Relationship Diagram,🔗 مخطط علاقات الكيانات,
🕐 Opening Hours,🕐 ساعات العمل,
🕯️ Candela Restaurant,🕯️ مطعم كانديلا,
🗂️ DocType Relationships,🗂️ علاقات المستندات,
🚀 Getting Started,🚀 البدء,
🛡️ Security & Permissions,🛡️ الأمان والصلاحيات,
🧾 Daily Expenses,🧾 المصروفات اليومية,
"A complete restaurant operations platform covering menu management, table reservations, online ordering, POS, kitchen display, procurement, inventory, production tracking, staff management, marketing campaigns, and a stunning customer-facing website.","منصة شاملة لإدارة عمليات المطاعم تغطي إدارة القائمة وحجوزات الطاولات والطلبات الإلكترونية ونقطة البيع وشاشة المطبخ والمشتريات والمخزون وتتبع الإنتاج وإدارة الموظفين والحملات التسويقية وموقع إلكتروني مذهل.",
"As a manager, your home is the Admin Dashboard at /deladmin. Here you see today's reservations, order count, revenue, and alerts.","كمدير، لوحة التحكم في /deladmin هي صفحتك الرئيسية. هنا ترى حجوزات اليوم وعدد الطلبات والإيرادات والتنبيهات.",
"At end of day, visit /deladmin/closing to reconcile POS totals, record expenses, and generate the daily report.","في نهاية اليوم، زر /deladmin/closing لمطابقة إجماليات نقطة البيع وتسجيل المصروفات وإنشاء التقرير اليومي.",
"Booking patterns, no-show rates, peak hours, table utilization.","أنماط الحجز ونسب عدم الحضور وساعات الذروة واستغلال الطاولات.",
"Campaigns, promo codes, reviews, newsletter, events","الحملات والأكواد الترويجية والتقييمات والنشرة البريدية والفعاليات",
"Candela is organized into 8 functional modules, each with dedicated DocTypes and workflows:","كانديلا منظمة في 8 وحدات وظيفية، لكل منها أنواع مستندات وسير عمل مخصصة:",
"Chef prepares food, marks production log with ingredients used","الشيف يحضّر الطعام ويسجّل المكونات المستخدمة في سجل الإنتاج",
"Comma-separated table numbers, e.g. T1, T2, T3","أرقام الطاولات مفصولة بفواصل، مثال: T1, T2, T3",
"Corporate lunch packages, bulk ordering, recurring meal plans, dietary accommodation tracking, invoice consolidation","باقات غداء الشركات والطلبات بالجملة وخطط الوجبات المتكررة وتتبع المتطلبات الغذائية وتوحيد الفواتير",
"Cost per dish, ingredient price trends, waste percentage, profit margins per menu category.","تكلفة كل طبق واتجاهات أسعار المكونات ونسبة الهدر وهوامش الربح لكل فئة.",
"Create and manage your full menu with categories, items, ingredients, dietary tags, and pricing","أنشئ وأدر قائمة طعامك الكاملة بالفئات والأصناف والمكونات والعلامات الغذائية والأسعار",
"Create marketing campaigns with activities, budgets, and ROI tracking.","أنشئ حملات تسويقية مع الأنشطة والميزانيات وتتبع العائد على الاستثمار.",
"Create menu categories, add items with ingredients, pricing, and photos","أنشئ فئات القائمة وأضف الأصناف مع المكونات والأسعار والصور",
"Create orders at /deladmin/pos. Select items, apply promos, and send to kitchen.","أنشئ الطلبات في /deladmin/pos. اختر الأصناف وطبّق العروض وأرسل للمطبخ.",
"Create users and assign roles: Manager, Chef, Waiter, Cashier, Procurement","أنشئ المستخدمين وعيّن الأدوار: مدير، شيف، نادل، كاشير، مشتريات",
"Current stock levels, reorder alerts, consumption rate, shelf life tracking.","مستويات المخزون الحالية وتنبيهات إعادة الطلب ومعدل الاستهلاك وتتبع الصلاحية.",
"Define your floor plan with table numbers, capacities, and zones","حدد مخطط الطابق بأرقام الطاولات والسعات والمناطق",
"Demo data installed: {0} menu items, {1} reviews, {2} events","تم تثبيت البيانات التجريبية: {0} صنف قائمة، {1} تقييم، {2} فعالية",
"Each menu item belongs to a category and can have: price, description, dietary tags (vegan, gluten-free, etc.), ingredients with quantities, preparation time, and a photo.","كل صنف ينتمي لفئة ويمكن أن يحتوي: سعر، وصف، علامات غذائية (نباتي، خالي الغلوتين، إلخ)، مكونات بالكميات، وقت التحضير، وصورة.",
"Event booking with custom menus, large-scale production planning, temporary staff scheduling, venue asset management","حجز الفعاليات مع قوائم مخصصة وتخطيط الإنتاج الكبير وجدولة الموظفين المؤقتين وإدارة أصول المكان",
"Everything — settings, reports, approvals, staff management","كل شيء — الإعدادات والتقارير والموافقات وإدارة الموظفين",
"Full dashboard with sales, reservations, and alerts","لوحة تحكم كاملة بالمبيعات والحجوزات والتنبيهات",
"Full menu management with categories, dietary tags, ingredients, and pricing","إدارة قائمة كاملة بالفئات والعلامات الغذائية والمكونات والأسعار",
"Generate promo codes with discount %, max uses, and expiry dates.","أنشئ أكواد ترويجية مع نسبة خصم وحد أقصى للاستخدام وتاريخ انتهاء.",
"Kitchen display, production logs, recipes, ingredient stock levels","شاشة المطبخ وسجلات الإنتاج والوصفات ومستويات مخزون المكونات",
"Manage shifts at /deladmin/staff. Assign roles, set schedules, and track attendance.","أدِر الورديات في /deladmin/staff. عيّن الأدوار وضع الجداول وتتبع الحضور.",
"Online ordering focus, delivery zone management, driver tracking, promo codes, customer acquisition campaigns","التركيز على الطلبات الإلكترونية وإدارة مناطق التوصيل وتتبع السائقين والأكواد الترويجية وحملات اكتساب العملاء",
"Open your first POS shift, take your first reservation, and start serving!","افتح أول وردية نقطة بيع، واستقبل أول حجز، وابدأ الخدمة!",
"Order appears in kitchen display, organized by station","الطلب يظهر في شاشة المطبخ مرتباً حسب المحطة",
"Orders from the customer website arrive here. Each has items, delivery address, payment status, and real-time tracking status.","طلبات الموقع تصل هنا. كل طلب فيه أصناف وعنوان توصيل وحالة دفع وحالة تتبع لحظية.",
"POS terminal, shift management, daily expenses","نقطة البيع وإدارة الورديات والمصروفات اليومية",
"Purchase requests, orders, goods receipt, supplier management","طلبات الشراء والأوامر واستلام البضائع وإدارة الموردين",
"Purchase requests/orders, suppliers, goods receipt, inventory","طلبات/أوامر الشراء والموردين واستلام البضائع والمخزون",
"Quick service POS, loyalty programs, pastry production tracking, morning shift management, takeaway orders","نقطة بيع خدمة سريعة وبرامج ولاء وتتبع إنتاج المعجنات وإدارة الوردية الصباحية وطلبات السفري",
"Real-time revenue by hour, day, week. Top-selling items. Payment method breakdown.","الإيرادات لحظياً بالساعة واليوم والأسبوع. الأصناف الأكثر مبيعاً. تفصيل طرق الدفع.",
"Reservations come from the website or can be created manually. Each reservation has: guest name, date/time, party size, table assignment, and special notes.","الحجوزات تأتي من الموقع أو تُنشأ يدوياً. كل حجز فيه: اسم الضيف، التاريخ/الوقت، عدد الأفراد، الطاولة، وملاحظات خاصة.",
"Review sentiment, order frequency, popular delivery zones, promo code usage.","توجهات التقييمات وتكرار الطلبات ومناطق التوصيل الشائعة واستخدام الأكواد الترويجية.",
"Room-charge integration, banquet event management, multi-outlet operations, corporate account billing","تكامل رسوم الغرف وإدارة فعاليات القاعات وعمليات متعددة المنافذ وفوترة حسابات الشركات",
"Sales analysis, food cost reports, reservation analytics, staff performance","تحليل المبيعات وتقارير تكلفة الطعام وتحليلات الحجوزات وأداء الموظفين",
"Sales reports, food cost analysis, inventory tracking, marketing ROI","تقارير المبيعات وتحليل تكلفة الطعام وتتبع المخزون وعائد التسويق",
"See all tables at /deladmin/tables. Green = available, amber = occupied, red = reserved.","شاهد جميع الطاولات في /deladmin/tables. أخضر = متاح، عنبري = مشغول، أحمر = محجوز.",
"Set restaurant name, address, opening hours, and currency in Candela Settings","حدد اسم المطعم والعنوان وساعات العمل والعملة في إعدادات كانديلا",
"Set up warehouses, suppliers, kitchen stations, and delivery zones","أعدّ المستودعات والموردين ومحطات المطبخ ومناطق التوصيل",
"Shift coverage, POS sales per cashier, kitchen throughput, overtime tracking.","تغطية الورديات ومبيعات نقطة البيع لكل كاشير وإنتاجية المطبخ وتتبع العمل الإضافي.",
"Stations organize your kitchen (e.g., Grill, Pasta, Dessert). Orders are routed to the correct station based on item configuration.","المحطات تنظم مطبخك (مثل: الشواية، الباستا، الحلويات). الطلبات تُوجَّه للمحطة الصحيحة حسب إعدادات الصنف.",
"Stock entries track all inventory movements: receipts from suppliers, production consumption, transfers between warehouses, and adjustments.","حركات المخزون تتبع جميع حركات المخزون: الاستلام من الموردين واستهلاك الإنتاج والتحويلات بين المستودعات والتعديلات.",
"Table map, POS, reservations, customer notes","خريطة الطاولات ونقطة البيع والحجوزات وملاحظات العملاء",
"Table reservations, multi-course menu management, wine pairing notes, premium customer experience tracking, event hosting","حجوزات الطاولات وإدارة قوائم متعددة الأطباق وملاحظات مزج النبيذ وتتبع تجربة العملاء المميزة واستضافة الفعاليات",
"Table status map — available, occupied, reserved","خريطة حالة الطاولات — متاحة، مشغولة، محجوزة",
"The daily closing report summarizes: total POS sales, online order revenue, cash collected, expenses, and discrepancies. Auto-generated or created manually.","تقرير الإقفال اليومي يلخص: إجمالي مبيعات نقطة البيع وإيرادات الطلبات الإلكترونية والنقد المُحصَّل والمصروفات والفروقات. يُنشأ تلقائياً أو يدوياً.",
"This is where you configure your restaurant's basic information: name, address, phone, opening hours, currency, and brand colors. Changes here affect the public website and all internal screens.","هنا تهيئ المعلومات الأساسية للمطعم: الاسم والعنوان والهاتف وساعات العمل والعملة وألوان العلامة التجارية. التغييرات هنا تؤثر على الموقع وجميع الشاشات الداخلية.",
"This will add demo menu items, gallery photos, events, and reviews. Continue?","سيتم إضافة أصناف قائمة تجريبية وصور معرض وفعاليات وتقييمات. متابعة؟",
"Track ingredients, create purchase requests, receive goods, do stock counts","تتبع المكونات وأنشئ طلبات الشراء واستلم البضائع وقم بالجرد",
"When confirmed, orders are sent to the kitchen display. Ingredients are deducted from stock automatically.","عند التأكيد، تُرسل الطلبات لشاشة المطبخ. تُخصم المكونات من المخزون تلقائياً.",
"When ingredients run low, create a purchase request directly from the kitchen.","عندما ينخفض المخزون، أنشئ طلب شراء مباشرة من المطبخ.",
"⚠️ Low stock: {0} — needed {1} {2}, available {3}","⚠️ مخزون منخفض: {0} — مطلوب {1} {2}، متوفر {3}",
Candle,شمعة,
"Price changes are logged automatically. You can view the price history in the Price History tab.","يتم تسجيل تغييرات الأسعار تلقائياً. يمكنك عرض سجل الأسعار في تبويب سجل الأسعار.",
"Price changes are logged automatically. You can view the price history in the Price Change Log doctype.","يتم تسجيل تغييرات الأسعار تلقائياً. يمكنك عرض سجل الأسعار في مستند سجل تغيير الأسعار.",
